Algorithm,Ciphertext,PlaintextLen,KeyLen,BlockSize,IVLen,Mode,Entropy,HexRatio,ByteMean,ByteStd
AES,EE6473517A44149A1A55475EC07A0280A09BBA90DAFDEE8D5988FF26164C0A0199F5614AC6BFBB91FAD8DE468E045AB1F00C783702EFF73942F4CD3D45E631BA,32,16,16,16,CBC,3.938691546734039,1.0,129.421875,78.4641249010296
DES,B3C62142B6323206E2B02EDF6448F5C434D326F0DD4253D3B9890F85CA6B777414CE58B27FAB81285F82B7D6EEBAF3D6,32,8,8,8,CBC,3.8779185152124254,1.0,138.45833333333334,72.31325326122607
3DES,A5B617613D20AEAF1C2DF7EB9D3F01E3D1B35AAD2B8FEAD5E4B633A4CEE9B31660D4AFC985C7CA29F3D7D34B961F1C02,32,24,8,8,CBC,3.9101577157244933,1.0,139.0625,77.93437577271877
Blowfish,8AEAC1E5975BDAB05C52A998EB8C23A20EDC74E48DF56FA86AD6B512EDB880D839B06E519BD57D88DE6E4D2E0F81205B,32,16,8,8,CBC,3.843539452448662,1.0,141.64583333333334,65.9606857603241
RSA,4FF723F5AE1A704B6457BEEFC5BDDB70418A4E24A0484D831FFF21890AAADC28FC0B85E3BA22D92ADFCEBCA9DF32B20B9A79269F97CED787ECFF30E8B48B23C6E95DA7A9304788C225D144D8AE8A675F2D4D51DF043323792FC8DDCD795D7DE26A67EBAC6CED8BDC563D1C6B6F587AB32C22A4E0510769D6034DF829C27A5347DADE5A19E4FEA122ACE6755E9A6FA17D01BC146E958FC6BB407F1F2E66924591F01EBD906C20CD37E2525ACCF99E5589026CC93FDAD8BEDE821B881DFBD1EEEF4C07A2EA4B28576C160B4ECF106E8D43F8969875C8D67F13866A6FD118C451238DB54C96F8167BC3E5AE6631FA4A17D7694070FB507C4FB426103168A8E05E26,32,2048,0,0,Asymmetric,3.9850003495616617,1.0,129.09375,73.16659474061575
ECC,49A11CDFF18AA9D98BBE4B85FD9F585F1022D3417B9FF2F9449604F8F2660658EF0F12E669A70D4291B37B53E4371A569FFE02CB58FFC1559A6DBC0A13FB96E2,32,256,0,0,Asymmetric,3.8992397019997966,1.0,133.015625,80.2243908101481
Diffie-Hellman,381AFA34475DC11C55A3EDF6F6E731D48F6743D6261CFB17C1A506E6EA7719664910CC1629590B4A2E099E7DC7969202C8C7B609AB600922B077C2EA2C80C30BF8D095EA7A389FE4A651CD55FB80F87E8C59A5F5B7542FFA81FA231D2624BA0A99F1588CE598AB0264FDCE393B15B63380CC08464AE580CE320EAC852D35F33E1842416F07873313C5D2B4A199DFF3D96C6791E3B2CB2551D1723D83E04CED8E9E3D411054B95714121C8ABC0A10C6775A21C7F9BC4320DEB8F3DFF5B7D4B78ED49DB119A9360B6AB4FF00400DC3EC762D44D6C86F2F0D63FED3D18ECE3BA836664C282A23620D2392713704F94F28552E849362524DAF6815C38015D1B8CC80,32,2048,0,0,KeyExchange,3.9911350406640205,1.0,123.9765625,77.61447843787649
AES,C644741D8EE6764F20C09B672D80B6E5F5C910E3BABFD3EF6712514B93A4BFE67658B629A036A80F771301C656A4B51886816560A5DACB7DB1531798C159175F,32,16,16,16,CBC,3.9162624023398953,1.0,128.046875,68.62566704764606
DES,3CCF970FF7E7CC25315D1F676B27B14F5C4A7A6B0F6D59B3C14414D116ABA52E3B0C1B2E1AC11E146860E95C138E5BF7,32,8,8,8,CBC,3.866320988968215,1.0,103.08333333333333,71.52937430796449
3DES,0F28A39593604A4E430888C7FDF62072D012D32A989073556243BE7A03CE04FDB48E072E6864BFD5C199D551BBDAAE91,32,24,8,8,CBC,3.958285353301451,1.0,126.70833333333333,72.6036495677425
Blowfish,8543147C15732509FB251EF1B5F5A0218CC972F6042EE655A7240930C10E50E3D8AEFE0BD43AB99AE373886DED7A20DB,32,16,8,8,CBC,3.940868757913718,1.0,125.10416666666667,82.95913642253167
RSA,891E0A25E8DCA7A27BA96391D5F300855E040CF36FA65834E61E9F77C8A5087AC7874A9C11BA8921936F540109D7200E6DF182B35BB2CEA2711DBC3F52AAA5886DAFBE79632BF854A3738EBC8DF442FFCDE80BC85D7E29557819EB92FF74A434633FF4D9CCE0D2972F4357163BDF77C7D075990540BAA41C3FF938808C7CE9554ADEAA16E3BCB6331A7D9E964AEF0B956FD89B18C18C0D91684EEDE81566037D4D6447A24C121C925ECF7277A1844D5AFEBC1850724A50B6B5C7E8515B0B98248509C482C74082913E257A1AAAAEAB3BB925EF7BDC3F9D3E362F28D7B0B8549FCE4834BDA7C1C8A54AAA695F8B30D1D6E3C8C16C35C38FC703040C37B634F0D2,32,2048,0,0,Asymmetric,3.98864780832174,1.0,126.1953125,70.8354230983859
ECC,3604CD263C5B58D2EAC24EAC3C0CAD2F82D025B8D547E4BB7B35F74259A2F17B173988368A7D69E1F97A42FCA6DB69E566E64EF7DB813FAA613DB2D943592D15,32,256,0,0,Asymmetric,3.953389364145907,1.0,130.71875,73.29189688115255
Diffie-Hellman,0CD247BACC71BD186C0A94B15970C632BF4CC78067523A007BAC4C7A48DF32BA559735C969F5B2BE6BF568E8D78FEF0AF60E500132447583194E318619C111DB0E4BCDD102E58607FD9F9E2404E6F91D70D388C7CFFC00039A8C930633AC8E49A5AF8ED7C06A465AD0116BF1E23FC2BE71DBB7DE08A2977E94196FA04BB67B4058592B7115FD6F74E2A72F2289F1041FF9730913909CE780105A5E74DFCB3BEED6AE9C6D491773DBBD881FEE848232DC82FE8C42AC10EAC4B059A7FFBB9691DA08D35DB67E2ACAC8078EA395A5E9686F9FDD697F885BEBE4C61D7FDAA12A6529B9CCE4D826939ADC1C7FA0B55429B9314E712141B8ED5C292B726C5C9D6DB90F,32,2048,0,0,KeyExchange,3.9875463391189903,1.0,129.171875,72.92730856122674
AES,68C449CE7A7068A63EB6A2C9A835244C7C79617DF0C9635880F6B8139598E43F2841C45CD52CC7FE79E638FF340BEAC16B10394B574662D04493740D82593783,32,16,16,16,CBC,3.9107774625099982,1.0,125.140625,67.39293990923214
DES,143C59E432BFD8DA937BEA9AE0C6106EFDDA44CEC6DA45C2C5AEF42E3EA6CA521E30EFD922C9DCC287C30C536999AAEB,32,8,8,8,CBC,3.819484760270375,1.0,148.875,74.21579599384486
3DES,05A543C914F0C8C1CC3CF3F581EDE49D364B4F169BD87ED65AA79959F5C601105C42062F9B56994DEC8A77421E29DA47,32,24,8,8,CBC,3.9219188565323018,1.0,126.97916666666667,77.16796873901473
Blowfish,048F5835A1A95BFB69719DC41DC08EF06CED1340C8300D7FAB327FF0CE21FED577C12FD7D5A0C95D6DB96A774E9E7B57,32,16,8,8,CBC,3.922930538901585,1.0,134.375,68.81061721614381
RSA,479FA1769AA3A3AA8FF506E166963FFA7780E7D7B3F3CB78FDD756FD6828DED16755775148AB2C44E99113C6BCFD589FB0281C2A4D2594A9E84018BB141F742F3071591A221F44FE80EA54E3E819E95619F7821D985B7740C063B8A97DF03E271F5E56ED98C32E296416FC1CB6037E2872D73A495B5D82BA3E109197C2F9D69C0D78361A9A450119213F6AA645BB60A79AD416BF078BDA0260DDB44812338CD939B98369C575967A56EFD34CDE35C03448210E31E1BAAB2C53A3D4D54582DB557E1CA322927EAFE1E5BDD49FDEB62947812AA1D5670298A67EB4289C689693282666F0F42EB0289AE0E32C91703BC98AC94AD7EC18DA15A94069AB33F453C2CB,32,2048,0,0,Asymmetric,3.9853589883101335,1.0,126.7265625,72.74502934519714
ECC,C5AF52729CE0CEBF3BBC81D2C5F905E0BEFD313469693FDCF982906127DFC8F44659544E97F3287DC404B854E32053B3CED5E1B2FB73FC286C46F81AE12742E2,32,256,0,0,Asymmetric,3.915699849827619,1.0,145.71875,75.75463450137886
Diffie-Hellman,3280C7B86518C4CC4EC48D49A53FE3A08D3DC246E558FF12545E0CCDBFD0AE583221DB3758E23772F58ADD5CCEC060A8AD4B18DBCC11CBE68AD7D954E9BCCED44A1F8630BB5397198880DE5B23AC913FFDE4C5A624C7A2EF1CF9FEB2DC62C479E5409F211427F1118BE46DCB10C6CE36B1C58DB6E12529EC6431E735294FD9FCE3CDF24F65CA3050EE0C3691C662B931173AF409A7F107D152E84E02097251EE869FF3B3031D65677625AC757C7DD46155ECE1464276C5A856C80EE9B065B35138B5D0F795C9DC92267B7CF9AD21CBD8EE338C466BD05A85832B77902A9F4A0E27741F465C33D637BF925AC24255ACE3F7DAFD2A4D0B786FD6AF58FF3FA42530,32,2048,0,0,KeyExchange,3.9810046446859206,1.0,134.125,74.50251673601369
AES,EC4F24687F7831E8ED61CB26CBE543B93C943EBF1CFBB333318DCB46DA92D16E34147B001E2D8DF58D94952B395D16F5A06DC55CC69E326D3C8AD8A867839549,32,16,16,16,CBC,3.912658441115429,1.0,125.359375,69.41054656613342
DES,52F4EBFE6016CF9DA3EBFC3ADD46DA07E2500D0A6719129BBDA08479B09A9E09A6B9D5C3801FD1D3855A3665A9E68FE2,32,8,8,8,CBC,3.8997327822349965,1.0,140.29166666666666,76.03671216736177
3DES,358F987746A971D1B38A5BBFABB138B8FBED3D19BF53C203A41C2CF92CC15678E7E2CC509E4A811811547E36E58EB8D0,32,24,8,8,CBC,3.9034802490513094,1.0,132.45833333333334,69.9365660001182
Blowfish,743E12DEDD95601D67A99BFE8ACFF185A51D526EB8303718799A777DC89D6EBA22BB482FC211530D6CB53CE232BDDCCC,32,16,8,8,CBC,3.921454398796624,1.0,126.39583333333333,68.99810975168491
RSA,7B3C0A4423BC1187BB98777DAE5624721FE195AFF57CCF1842A3500C40538E348BDC088831D93C1A01972FC9D2B69896BB5A35FE49DC80AADBF920C24695A51D65FC3A563EE9CC277591870CE8E28A0413E86B42FFB0DC1E42E129282E29FD970B1FB0374A467D42A623C3953B837ABFE5321856BFBE1A481CCC443DA7BB5D5EA8E4B8FFC0E1551354F702D2D0F520EF7E7395AA9208D7BB563DC2B9E483E6E998AAF54B026B8D50CCB68C5AA3EC48A376F73485A6D1403FB790BA9A2D5428A0E114DE6EA3D81DF407DE4112A0F555C1697D66F176FA2967128CD187FD64CE9896C9C3D0E678CADDBFDF40F49F89BC41937B21F0E853DF75719032EC84EA8143,32,2048,0,0,Asymmetric,3.995729363921911,1.0,133.28125,73.74501439716111
ECC,EA9341849C77F8796FBD03A2F32BF6702F06A24E0A5A147D95E1A863BD7E5BE21B59F276235865EF4F332C5DADD17E26B199FE8D22DDAD09D322B5CB6E378073,32,256,0,0,Asymmetric,3.933198991764575,1.0,126.453125,71.7456291542166
Diffie-Hellman,130587214BB44B1A883D7E8751DE806BAEDA99227EB0180BC8FABE745522F2729C482D5867CED61ED332D18D1587E067FCEE41EC436DB89B877E89B59984AAD682C4823E019F75C5DA580E730EB25CDF1F842E5CE7471803831DBC38FB2F1B59C7CB99A7B6CE676F236265BD63700287E9EEC38548D8294693B5D9BA103958F000E6A818D24B8D7C260F0410C668808669C0374BF82FACDF9FBC5C24EF89DD7A96A3542FAFCCDB491FFF6E0084C5FB987FCD233F22FB3CE7802324D6EDF300F0A1E9BEC0971D377692FE801DDD6014163CC2867D4EB9709FB4DF5E225639576DF0DD76E224F4CF21126A1F9B3B2893242A8B6C95C8E7008940A6B96FD491EE91,32,2048,0,0,KeyExchange,3.974812043929449,1.0,127.00390625,73.4049394863262
AES,0AF201533DB6B72F327DD9B3301DD599E7B7836F689E25BE5EC1CE24B38FBE1CFE2F82C8687A19026AD899AC95B1964D169F53BA52D315C9CCF176D77E96FF5B,32,16,16,16,CBC,3.922693852241203,1.0,132.59375,71.20825942920877
DES,BBE8E3A3833168FB494F79E927DED43AEE88A797C4E74786A7747F08EECD6D3DA0D0F9CE5DDC1EB068A6F719C46C0798,32,8,8,8,CBC,3.8146181465528994,1.0,147.5625,71.0891184388769
3DES,5F6CE0CE73F4597E7D34274BBA55A236C3F1178F01C98406EEB6386C0ABA18BA58193DDFC243CC7C5D74136A9A026599,32,24,8,8,CBC,3.962954269307004,1.0,117.64583333333333,71.19793114484125
Blowfish,868EA6C4CB3C02AD06701961D9CF25F855CD3C0458A21C4F8FA02D5C0ED2E62727F34C14A387ED3E6BF79174B64C7F08,32,16,8,8,CBC,3.9407184954030923,1.0,117.75,75.20181181328013
RSA,5ADB64529F87B504CE52186789037976AB977E68FA8A1A9D0947E6533B3B516E971B67C1FB9DF3049A98718B762512D6FF385B9098807EBE2A1976C4877296A37A7A3114F9F267A16726C935C0F0BCB52D0F2FD79757165389D75972127CF1859A0019850316A6669405B2C2789CFFC193B45FFB41904BF226D650C6023E854941A67B530DD110BD95DFB816798C2683F8954246062DA78BE342E78F2BCE24DF12E0DF33E254340FBDB5CB08250D6A0E41A05C108D060030FE7C2441B4E99D0EA70F9BA50AFE40546B25430166DB42F9DD114BE9E7A9AEECF1EC0A5EC9FC2739970AD73E04043484B0E4A504C2CD40928D9DEC49B87A43E137B707EF15236053,32,2048,0,0,Asymmetric,3.977481618226894,1.0,120.14453125,76.02681610437052
ECC,3E89682FF6A8DAEF9BC53DBEDC0BB912CE723F199B11BACBC3B798912478C01468AA1B009FC9C44FC92428E94052D16920B3EB003AAF3A6C69EB61DE5117C1E5,32,256,0,0,Asymmetric,3.918334043222581,1.0,128.21875,75.44233492169698
Diffie-Hellman,B6F3F8078F49651AC4781C985946EC140B582600086690B234332CE3166932ECF71C06D31E61C6E193C981F80D4F3BB7550542E4B4F4B488195B313A872C4F08A4820940A0C8D4A0DA5EACF56C0EB1A8CD3FC7D3F50B581D0511732C680D1F62DC426EE5D2C67A2D62EB41340096291BABD8088266AAA45F63B15A28EFA9D21A95F739A94F165CF52E18077221E601301688D694DBD77EEB4723FD83D8C48B0AA2A8B0D12F17149701D07E8789F24FDD7B245212864C50EF7D88E720A65448F9BD94279344EEA8FEF2D8A8C1C63A3FA6415C2BBF652A045315158CCE28F0E26EDB03FDFB79873B770E12D436C6986A058C9D9D494D7976269892A19C1C318C39,32,2048,0,0,KeyExchange,3.9821587443724424,1.0,119.28515625,76.99554024203665
AES,159BF0E94C5D3FB05549016D9962532CF7F2AFF0000085223E6A6A89236D660F061A3607727DC98F075E19C80161DF0497A98F40D79411C29A7FB153EA3917C1,32,16,16,16,CBC,3.8838916858567627,1.0,108.15625,74.62661613618495
DES,EAFD4688D0D212981F86F245C40F56B299BFAE0ECCAF8AE0AB252CB3E1E074D069FDD8376A44F59A1B45B2ACF4925D42,32,8,8,8,CBC,3.9024896833442715,1.0,143.875,73.33957123090735
3DES,00176501753FFD893367A9FED3B2FD7054C98799FD64D461ED20F7030317B0C0DFE5687159FA0078DEAFD6D0E4DADEBE,32,24,8,8,CBC,3.8219132511202134,1.0,145.39583333333334,82.15502104338412
Blowfish,8515858A37F30209EA55448410820E53F274D0218ACC3C1D537352A46EFA3E04B37E0D0D7D8871A0BA47DB37642A3AA3,32,16,8,8,CBC,3.8109432587327956,1.0,107.39583333333333,70.47450472314242
RSA,230C621F6B2C8E2E9AA083ABCF70A3F23A4ACFA22A69C70B0DD836D5663C50CB58DCD4C213ABD9674746E5680BCB069D62B05FA0D39FB29C0749DF27CD3B478C0844BF56F8FB5E325518EBDDA40034FBBC85ECD51B2FA3B7A7567938ED06F197CF989E719DEF8CDD5B3228F7EA0C6AC085B33B86D8C0E43B6FF6E9FBFEAD3C1CFB62C4778DA9B6B43D8CC990C4C5E751268EBEF1B999D558C11BFAB6202776C19CBA661302E8D08980630434BD9BB0D4037F50EC223764863FB75743244C7C8AA25BA85278475E0D40D3C1809DFCD417CA3E5EB1AAA1DA96FC9E5FE6852638F0530A65478E0CA5EB14F8B014EF3094E5EAD4ACCB795076A66059E3BED9F69064,32,2048,0,0,Asymmetric,3.980832165118148,1.0,134.71484375,73.19820544018198
ECC,F993C703DD1E8C133A4CD30DD21ACEEAF3FFDCCBAF60CBA772AD4A2F9F6F686244825A83806BCF1C69C7FFAA28FC13C72B81FE116F8A5EBBCD33D3568540D46C,32,256,0,0,Asymmetric,3.886786560243467,1.0,135.234375,74.03435481828268
Diffie-Hellman,670A5B0980F6B41ADE7BFC293D99995C778A08F1DFD4D238C44DC1C8B5EB99A61598EC727E422D52BDB750AC22F7673A186A703B867747349FC5A891A8E5BFF3796DE9961C9867DD5D595706007F086F2604CA982A55FBABADA451A411F62C2F6456C25DF0ADC5CE5E735DFBD281024A335041C786BF8BC94E22FCF154728CC73289D7D0CA5BBA65D8A5A73E6E86905824E0723DBCA449B1679E5B0FACF1B35107306F580E03B500741EB388DC59EC3274E13267254E90B330B1E399EA8EEDCB09B39ECDCC950C53AB1A7ACE14D240581C77DFA5DBBC8F6C38168C18C07AFA9FA6552CFD6F43A5AFB6553C7B3907969C60EEF08574927916D8813D89FC299CB7,32,2048,0,0,KeyExchange,3.983136142940595,1.0,128.953125,70.45558877927553
AES,C21C69F6DF7A7B47179313E60D864785BDD88A516EFD210FE1DDB71930D5E72F3EDCFB6663D01A7260DD1220FE9D0320A4B11C5A5002DBF8D9FD6EFFDC36079A,32,16,16,16,CBC,3.877755567331728,1.0,129.421875,83.80554215852538
DES,FC39100E9DF5B7FBF5B90955344239F205F676B3AFBA7F8B19A400838D7FA9EC93A6E12863E05F337ADBC9379D47936D,32,8,8,8,CBC,3.8684549654490543,1.0,133.58333333333334,75.94291533045653
3DES,E3E24913280504434BDD9390D95F2D8244AF764695C11A9D924B61660081FE0C9B5C47C064D999F843E7C0FEFB1E84B9,32,24,8,8,CBC,3.8725555745410523,1.0,126.58333333333333,75.72340934098399
Blowfish,306F8CFDEA7AFE5B22B12F80A0D70DD087B42DDA18DFA0826F233C96BEA9D1BFC1BC8DE9028ED86B36938CF52AF24058,32,16,8,8,CBC,3.868832107652515,1.0,139.77083333333334,71.89206017337536
RSA,8CB4D2AABDFA6A678B99049DB22A1F195F85B1DE8813AE2E0D5F81850702D082C1F7FED9F920D03BA500ADF4402BC5A65164EB3E9BD948722843BE573526ED7871BF88B07B2FFE9E644EA8E55E378F80AAAB7E7917369AA41F5BB23FDD5A2A55B08BECCBB309994570B0ED0942AA2818DAB77209E7BAD1198D00B22B7C7D3EDC208C9FB3A71FB62BB81C378DB0B91D60B2E53D46498FE7DBF7872C998EE01AAD4D795A229719F6DFE4E5271532F9CC8E7C090A3D0DC7FF35878E76EF80677FB41CEB659B4FCAE3569E779EB030769006BEB8CEB696A94601FAE49626447D8617E78089CEC399290B8D318D9C81520BFB8E7B70A0C2E9637A9D0B9EED2770E597,32,2048,0,0,Asymmetric,3.9491284608849493,1.0,128.77734375,71.80872783265511
ECC,8469C902A1FB30C3D71E1BEEAD2680E3FA162BA5525449F3F5C712E9CE6240105E8F66BC927169A4AD8B11E277C7E3899A16E04400C7322727AF88A071C15011,32,256,0,0,Asymmetric,3.923900730689016,1.0,127.703125,75.65375066865076
Diffie-Hellman,1E8DA716A35C9716D61C1ED6CF8AB2E80FF30C5212C39FD71BB5A21408F87CDCFD210E657978EDE5729A282DDBD4F6464A48070EA9EC85AA120DE5813B0C7BDCE7EB516BA9C0DDB4EEDE25B8414976A8F1EA46DEC1B3E18DB5A0D327CFB6AEFE7BC988E85EBF1706873A7E6A34D34A0FA1CF8490BC2EA72C4B54F74B60BC547500C2AD1A8863A81FE3DE6A2870AFAB47D5BC48822C10E076588FF50FD103EB57A0D1D4FBFA2CAAB95E9B14866F56B6EBB0D1023866E280A2D7CED50967EEC6CCC434B39179D2C4C5C3D3FD4E7449A13DD4E490DAAA384C55992C78522536EB5DD7A7B1E0E1C69D6F29744D7E2E49FA0679EEA5ABE22B107354D05C312FE72BED,32,2048,0,0,KeyExchange,3.9761639131157245,1.0,135.890625,74.95261361093004
AES,87FB8CFC2F14072470A6748FC49560BE431A12B5F2B996DCE573AF52756F8BAF08E864B79B388C689E7B132433518C70200A78EE47C9794F3B325F914E0A1E98,32,16,16,16,CBC,3.910075661618124,1.0,116.828125,68.2743900301158
DES,DD56876A005AFA24CE7D95038F70E26BDF3C0164B7FFF11035A51F58017C5448BDA63E2D48816644F0533CA2B89428E7,32,8,8,8,CBC,3.930691667903711,1.0,118.1875,73.66807773441175
3DES,9A3718C3A8ACB02D445BEDF120F44C1BD293265552773701B40D538DBD5E94780E1A9489321607374F1086F5659ADB1F,32,24,8,8,CBC,3.9456490237615602,1.0,107.25,72.4075560053415
Blowfish,A840110A9387992001482E4E2743C5CA687B6A5FF84A73CBCAB10DBDE5B581DF620642A8138808C658D1D3CF47F40C63,32,16,8,8,CBC,3.9266774066813475,1.0,118.3125,74.29730710967928
RSA,4D2B11BDC64F423B4D0DF9DB775DF7BEDBD4C527B0253827DD1B0BDA8846CC1AA0383C0CC90E178B45AB736BA91D58BB4F2BA60156BFB5CC6F535E651F4B207C9FD92C4C2F84CC1E1B3E7B9986742A89418D6E9405B3BF019A021270E9F10E5501BD0FE6B1F06BBD9D2D4DD03B2D9E1EC0C48C20352257D07ECF3D22DB0E33A27CAD5E67095E82B57494DAC3DA3F13B3297DFB668EC8EC63F8E3AFC553D26D38DBBEAC7F9BCCBDDEF1DF098A52CFE977A95BA3DD797676BD5EFCB08DB0D0B37D8F992E8E5EF1E6D45CBC1BB3030401F54F8F4D7E93BF3CD4D184E36EE67A14AAB29412F0F84181B23FED3F7398EE4E4014115FC8B1309A127B3B4C9CB7E250C8,32,2048,0,0,Asymmetric,3.9648062875211245,1.0,126.19921875,72.61926719638286
ECC,CBC0493E7E98613F47AE9615767F2E41DC3FD2B8C13E642DD30CE31ADC8ED4CCE94008D9D070D71A3B42E2D43BE883ED6EBC29AD7A8244DA533E81A0566D7D68,32,256,0,0,Asymmetric,3.888469669136632,1.0,129.4375,68.67606820246773
Diffie-Hellman,8325E688C1434019702810F1A99021979061E8ED30D523596376B3812166ADD67E0A27B0389D4ED022185604636C4979F687AF764F0ED809930553AABA9FF9866C915BEFCB9E299D516A8F0D0E9B0379F109A8C71D120047274BF588691DC0E695DB771FEF02DA9DAD8B7BAF9944C830DE6E63FCCA4AE6BB25EF0C72CF736438B9727553645537F59A21D314B42D2F75E82FFCA849CC8A4BE427EB18FD9E4F7D1B7AB350D2777E73606B2E53421B2CBB33DAFD8DA14CF5BD917902FED3EDE1C03DFA1E8D0335FC2B4FC2D123EF7ADD3CF16641ED35C674118844CE89E06D9588064370C49C3CFC55A5B6B710F4867263838EC8DEB8AAF21D61560C5725421A16,32,2048,0,0,KeyExchange,3.99333823454496,1.0,124.8984375,74.2508248948023
AES,AA84400F3527ED13DDFDC44856594C034D5314231CAEBBB37D5847BC23A1B9B61E68258F9AFF4D0625506B59B97440ECE7E1DFF9D8E371DBADDE83C2CC9D5556,32,16,16,16,CBC,3.9500587733225974,1.0,128.40625,74.68218469579944
DES,CC084932C7DC7018C2F43B908BDF5C657CBDF4D29E5C9247DDD016CC6C8FD74253F8D2BDD3FAB1B50E5B2502F0E801AB,32,8,8,8,CBC,3.859449006175797,1.0,142.58333333333334,77.07567529527213
3DES,F8D98E6630AE3278CB2E8ACD5ED6C1E53263E17EC3DD52CE5A9B0CFD52E88720A0E507431D94CA4529EC219BC43036DB,32,24,8,8,CBC,3.896597618384087,1.0,135.64583333333334,75.00652460045652
Blowfish,0E74E7412B40F42B7132E4794610D1C8C3EC3EE86F91F69C008F9977B6D98E8712901081381F5CF087145BD9723F8593,32,16,8,8,CBC,3.8141235391737265,1.0,123.89583333333333,73.18277335529326
RSA,1B319E1DCABAD0DA286DE4BCF50523E58498187B61F24B198CE725E96CF04D24C75544C4B87C8BBD8B744C80AB657C26112372A14915A631BD246D02DFE2BD98499661094DA96F2B9C5A9678996A8822466B40D6E3BD66381971F213A0ABB626A1614D86850A851D442CB9011CB7E003E2EEB36A2481838C10737DAFBFE11A3A87690F812BEA8A130706D986CC16EE532132949051BD20E56FCED2E7BD84323A625828F9BF230C83D38583D17457A5D221C8AE5C95C86857A7B555EA1A797F6415154F13253DED1EE3935A26DAAA64F500FC1E3B4263FFBB70A36DE134E863D82447B623D9AAC1336C19D1545D0E594A8DE53BA5F4EEAF3FA60135675B17E8CD,32,2048,0,0,Asymmetric,3.9738437851946586,1.0,121.05078125,72.84155374863066
ECC,A69A8FCDA68546C062A5F0F2004DE46DCC176E936DFBCDC375FEF8F314DB9F948F89BF4694E7C6A63265329B6396B2DCE65FF02A9A080C49FD4381321AB71F9C,32,256,0,0,Asymmetric,3.9085824892552763,1.0,141.8125,72.1781379210492
Diffie-Hellman,1FCBA458B80DD90D1FAD59EF569F2A50E36C2A2963F27E7DC1D09B587CC3B12EA842B6D76D56186F0DF59EE12AD390BA557CE5259575450FF7AA6E946E14DBC91FB3661487058AADD971C36E11A2B067805E1AD2DF73E70E6BC23AA35108805FF6B7A53B0BC8BECAC8C67AB60F702D20B6779B9809D1EA5769A321DB92F03D522F43228D417FD7A20B22D7587C03127836441BEDC5AF81B18F41D818E39909FEB5C416975C3DA8C8462BDE0C57B8BB0F0C1F59FF457F96BB5F35244CE19BDB40D011EF3BDFDD1995E0018F22B6E830D70B90C26DE6A84602DC825E45406B4EAF478C69A6E2785D9A24B6F7232A8E66B54C7C956B1C62BB6AE30ED573E4E672F6,32,2048,0,0,KeyExchange,3.9851636490034275,1.0,125.39453125,72.75019201928455
AES,60AF67007E75ED1CB1FC2433071FDCB59E4313984A1950562041143581B8CB8CCF02722EA185267D97B8A7442A58EE9C189D839BB97136109C9F6F8ACD42FFD0,32,16,16,16,CBC,3.9684403099542114,1.0,115.265625,69.67160518001128
DES,31F288B277747E8D0D39C29875E24F2A33B96A8FD8D352D8CB765C1E7D1F9ABFA7511EA1AEEC0F6BE1AE6FDD5688D229,32,8,8,8,CBC,3.896823899040371,1.0,131.58333333333334,65.72792193750098
3DES,2DF5EA087687839F62C0853017DDAF66D1049B17BAD2F88ED207739F734011D62B0B09C8A8210A35DCE7C0DD91D39516,32,24,8,8,CBC,3.88406357132294,1.0,126.3125,79.99144648283757
Blowfish,DA0C44470A941A11BFDE770727DC1DD5EE4CDD94FDFDFC9C33AA20553BE7085DBC6B1255EF63BE7A084FD0D18D118CC9,32,16,8,8,CBC,3.8822146080862403,1.0,124.72916666666667,82.8718236151803
RSA,8E4D0C0C530A04BD29342FE2473645471B0DD4928CC29DDAA671920448D2DCC7B41B51F97EB38D15FEA483FB24EA36324D7CCD4CDFE23CF08A504E85C9497221CA582F5E6FD265A210CDD7185149330A9A9CC75CADBD85F46D368AA3DBCF86F340D396615AE9B2A85F06AC8AD59714F8170850284FB8B792272C1C99E19F70A01E7EC9E063F2EBD2E35E594B9B86DDFCB353EEEA8D2C731B6444E3D0C42D1E0CEABE1C8673AF8E2DFC5BA84AF0A61C0D36C2D4B5DEE2F875BBE80299E2A33144C38CD860B2A49DCD2B760933679678990ED2AC468A2FEB2A6D972B0BCD474B6A43001BC62C13D9A923F685AC69D349025FE1958DC4CB45CDC188782105F151F2,32,2048,0,0,Asymmetric,3.980615019881383,1.0,128.47265625,74.36569817341417
ECC,67992DE714747DAF18959701A32E4A0B2846A7B2B225909283D358404A60127A1ED15C2042F24F65D83D7E783102A907433A7660B01436A686ABAC83031F9BBB,32,256,0,0,Asymmetric,3.892207649795646,1.0,104.546875,64.50458551711169
